keV	keVe	f	fe	mod
492.832489	7.01449585	23554.1641	2706.24243	24786.0391
507.0065	7.15951538	19628.1738	2505.54565	23883.6445
521.469482	7.30349731	29510.3262	3223.3667	25238.9473
536.347046	7.57400513	22330.1328	2874.97461	25109.6738
551.640503	7.71948242	24461.9531	3120.98828	25676.0605
567.351501	7.99151611	24742.8633	3241.62573	26378.041
583.479492	8.13650513	21556.2344	3116.43726	26100.2383
600.025024	8.40899658	23271.168	3384.48389	27601.4004
616.988037	8.5539856	26481.9824	3622.62427	26604.6777
634.36853	8.82650757	30988.0801	4109.87061	28015.2383
652.294006	9.09899902	24637.9277	3747.11865	27981.4082
670.635498	9.24249268	23186.5586	3767.80908	28411.9258
689.391479	9.51351929	26903.2754	4214.20166	29411.2773
708.689026	9.78399658	32846.1445	4688.45898	28767.1523
728.526001	10.0529785	27292.0469	4498.53418	30400.1445
748.900513	10.3215027	31686.3789	4848.00293	29598.5605
769.68103	10.4590149	37047.7617	5466.27295	30735.8281
790.863037	10.7229919	41537.6719	5953.73291	31133.5801
812.571533	10.9855042	44907.6875	6301.10352	30993.9805
834.801514	11.2445068	42642.1758	6470.86816	32713.0625
857.547485	11.5014954	33239.7227	5721.82031	31230.3223
880.932495	11.8834839	34836.75	6101.73291	32912.8945
10.5205002	0.447500229	384.543304	26.6972275	484.926178
11.5065002	0.538499832	509.0896	28.1071796	551.531128
12.5874996	0.542500019	627.433777	30.7935581	631.658142
13.6785002	0.548500061	697.293762	32.0049858	715.488464
14.7835007	0.556499958	764.333923	33.9489326	801.467773
15.9045	0.564499855	897.679321	37.6574821	890.258606
17.0424995	0.57349968	992.486755	40.5596695	985.265198
18.198	0.582000732	1131.48889	44.3671303	1084.16895
19.4705009	0.690499306	1193.8877	43.7151718	1192.90295
20.8649998	0.704000473	1287.50293	47.1274071	1317.57349
22.2884998	0.719499588	1440.3147	51.4533234	1447.37109
23.7469997	0.73900032	1565.18811	55.3477249	1582.91931
25.2480011	0.762000084	1746.84448	60.54282	1725.04712
26.7975006	0.787499428	1795.42969	63.6983032	1870.90833
42.399498	0.866498947	3443.12231	135.391006	3396.93115
44.2434998	0.977500916	3499.62231	132.906067	3565.62061
46.213501	0.992500305	3916.65747	145.51326	3791.27271
48.2130013	1.00699997	3969.63281	150.154205	3950.88599
50.2399979	1.01999855	4509.44629	164.634766	4146.63721
52.3964996	1.13650131	4257.43994	157.652863	4398.89111
54.6825027	1.14949989	4516.09131	165.091446	4537.91309
56.9944992	1.16250038	5162.52246	181.299637	4791.87012
59.3300018	1.17299843	4844.61133	180.628311	5033.45557
61.7944984	1.29150009	4879.9707	176.753387	5185.47461
64.387001	1.3010025	5256.53076	190.129883	5490.24414
66.9974976	1.30949783	5625.66748	201.39975	5664.03027
69.7335052	1.42650223	5879.85693	203.517166	5906.02295
72.5924988	1.43249893	6050.03076	213.934494	6227.81445
75.4615021	1.43650055	5967.26611	216.109238	6317.41357
78.4465027	1.54850006	6371.29834	224.435852	6687.66748
81.5435028	1.54850006	6686.2124	236.78656	6853.05127
84.638504	1.54649734	6781.62939	247.441177	7128.38379
87.8410034	1.65600204	7330.58301	257.0271	7405.0957
91.1515045	1.65449905	8079.5874	276.483429	7563.06104
94.4595032	1.6534996	8390.49707	293.315735	7959.44482
97.8769989	1.76399994	8233.41504	286.688141	8002.7041
101.404495	1.76350021	8859.84766	312.130005	8498.69336
104.931999	1.76399994	8674.96484	313.401093	8441.72363
108.571503	1.87549973	9277.50195	329.709473	8976.27344
112.323997	1.8769989	9912.99316	345.523895	8945.63574
116.190994	1.99000168	10369.3857	358.933472	9464.67871
120.173996	1.99300003	9567.10449	350.863739	9455.61035
124.274506	2.10750198	10717.3174	378.079132	9964.55664
128.4935	2.11149597	9560.51172	365.06369	9968.36035
132.832001	2.227005	11564.9961	409.627777	10477.9912
137.290009	2.23099518	10611.334	401.572418	10480.0557
141.756989	2.23600006	11385.6963	436.40686	11025.6328
146.345001	2.352005	11566.1465	437.674622	10953.2061
151.054001	2.35699463	11645.6055	462.772522	11586.3691
155.884995	2.47399902	11964.8955	466.667267	11418.46
160.951508	2.59250641	11701.6221	479.486938	12145.0781
166.14151	2.59749603	12171.4717	499.369293	11904.7588
171.455505	2.71649933	14044.4102	560.253845	12678.3955
176.894501	2.72250366	12700.2812	546.447632	12445.3076
182.459503	2.84249878	12985.4004	576.229187	13165.9287
188.150497	2.84849548	13341.4111	601.757996	13048.7842
193.967987	2.96900177	14032.2324	639.777161	13632.1133
200.028	3.09100342	13587.9902	641.92749	13691.3066
206.216492	3.09749603	14616.4512	701.578796	14105.7217
212.533997	3.22000122	14912.9609	729.222839	14355.8818
219.097	3.34300232	15673.4492	769.317627	14566.3398
225.790497	3.35050201	14317.0986	779.500183	15055.042
232.615997	3.47499847	16218.6289	846.875916	15010.9951
239.690491	3.59949493	17820.7461	932.743652	15784.0479
247.014999	3.7250061	15046.1445	872.803772	15465.6182
254.473999	3.73400116	17411.2832	1007.43665	16413.9355
262.067993	3.86000061	16281.9258	986.831482	16046.8721
269.915527	3.98750305	15689.9697	1019.63708	16863.207
278.018005	4.11499023	17033.0723	1090.56409	16838.1855
286.258484	4.12550354	17215.6504	1162.20117	17312.1758
294.638489	4.25450134	17402.127	1214.95654	17678.9688
303.276489	4.38349915	19690.8281	1330.01038	17728.0215
312.173523	4.51350403	18695.1738	1364.62512	18562.0742
321.331512	4.64450073	18380.5332	1373.87683	18149.1309
330.751526	4.77549744	18288.9062	1452.5321	19228.8398
340.434998	4.9079895	17606.8379	1454.23547	18827.6641
350.383972	5.04100037	19701.8535	1617.28857	19671.3008
360.598999	5.17401123	21290.373	1735.3501	19775.209
371.081512	5.3085022	17735.3203	1648.94739	20105.5
381.833008	5.44299316	18444.2871	1756.2926	20771.041
392.854004	5.57800293	18940.6875	1825.16162	20526.3379
404.146484	5.7144928	22090.0527	2082.34277	21723.3848
415.710999	5.8500061	17318.0898	1875.65503	21031.7168
427.671021	6.11000061	22831.5918	2239.08472	22150.3789
440.028503	6.24749756	23004.3887	2298.90405	22114.7812
452.661987	6.38600159	22492.0176	2360.92261	22587.3301
465.572998	6.5249939	19589.4297	2306.63477	23245.1094
478.761475	6.66349792	25733.2031	2688.85034	22990.1152
492.35199	6.92700195	24065.1699	2729.26636	24313.7695
506.346008	7.0670166	23954.3262	2745.90552	23507.0469
520.619995	7.20700073	29370.0586	3181.28149	24725.6367
535.299011	7.47198486	21355.375	2806.27393	24744.623
550.384033	7.61300659	26428.375	3221.69873	25121.1816
565.875977	7.8789978	23710.9922	3184.58472	26024.9551
581.774536	8.01950073	31916.2109	3754.29248	25503.2148
598.080505	8.28649902	30211.1973	3835.16504	26952.8086
614.794006	8.42700195	24188.3066	3509.12109	26285.7109
631.915039	8.69400024	26392.1543	3804.91724	27322.5176
649.56897	8.95999146	23791.2344	3713.22705	27674.8672
667.629028	9.1000061	27767.7988	4091.73975	27675.1621
686.093994	9.36499023	27532.9395	4253.14893	29123.6445
705.089478	9.63049316	29337.5312	4404.26807	27987.627
724.614502	9.89450073	34467.1875	4989.23682	29559.1309
744.666504	10.1575012	30392.1055	4761.33936	29360.2207
765.115967	10.2920227	40656.7812	5616.68018	29851.7598
785.960022	10.552002	29396.8652	5014.96533	30922.375
807.32251	10.8104858	34267.2227	5451.646	30070.4688
829.198975	11.0660095	27150.8047	5152.64551	31722.2617
851.584473	11.3194885	41919.4297	6431.86768	31094.8027
874.601501	11.6975098	36448.1484	6261.22803	31885.4844
335.612	16.7850037	19411.4355	479.017487	19110.4551
369.105499	16.7084961	20393.248	550.332275	20206.4082
402.4505	16.6365051	21682.7227	621.413391	21165.2773
435.658997	16.571991	22365.9121	688.603027	22268.1777
468.7435	16.5125122	23793.7637	766.588318	23223.9043
501.715515	16.4594879	22199.377	798.170715	23971.5605
534.587036	16.4120178	25581.4238	926.993469	24904.2656
567.369995	16.3710022	27237.0566	1028.30896	25758.0625
605.515503	21.7744751	27687.6816	968.588745	26758.7559
649.015991	21.7260132	29193.5645	1074.80786	27762.9141
692.43396	21.6919861	30078.3242	1169.62341	28509.1836
735.797974	21.6719971	27817.9707	1215.31567	29470.4512
779.136475	21.6665039	29891.4395	1351.33313	30349.2266
822.478027	21.6750183	28569.2812	1419.32739	31169.1523
865.851013	21.697998	29626.3184	1527.46729	31952.6484
909.283997	21.7349854	30881.3184	1647.95544	32720.457
952.804993	21.7860107	30565.248	1731.52869	33278.5234
996.442993	21.8519897	33500.2773	1907.65161	33594.6016
1040.22595	21.9309998	30208.2988	1938.90967	34272.4961
1089.70557	27.5485229	33389.4141	1912.84387	34949.5625
1144.97656	27.7224731	32541.8984	2005.11963	35537.6016
1200.62402	27.9249878	29883.1895	2012.7688	36099.2188
1256.70447	28.1555176	34085.6211	2235.1106	36650.9727
1313.27295	28.4130249	39640.5742	2506.58887	36419.4609
1370.38501	28.6989746	38211.9531	2613.19824	36712.0273
1428.09351	29.0095215	35506.4492	2687.82471	37163.2031
1486.36597	29.2630005	31619.0547	2687.21973	37658.6484
1550.87695	35.2479858	31933.1426	2523.12256	37201.6055
1621.27344	35.1484985	36591.1523	2783.60132	36879.7773
1691.21509	34.7930298	36073.1484	2992.05029	36959.4062
1760.18896	34.1809692	32521.2695	3054.5354	37171.2891
1827.68201	33.3120117	36304.0625	3375.16772	36643.6914
1893.17944	32.1854858	39019.6328	3645.09326	35848.8906
1956.17554	30.8104858	43260.6055	4061.07251	36695.6953
2021.28052	34.2944946	39895.4531	3729.47681	34940.7773
2088.75293	33.1779785	35491.6406	3793.32837	35205.7422
2154.7229	32.7919922	40956.4727	4319.02441	34852.2305
2220.59644	33.081543	37809.5508	4338.25439	33801.8359
2287.26465	33.5865479	32878.7031	4154.90918	34337.1172
2354.92139	34.0704346	28782.4922	3796.73462	32417.1172
2428.49365	39.5015869	39818.7305	4241.89844	33336.625
2508.06494	40.0699463	31566.7559	3865.4458	31222.0273
2588.7395	40.6044922	42829.8633	4666.57275	31563.7383
2670.44849	41.1044922	33243.6445	4376.50879	30630.3203
2753.12451	41.5715332	30975.2207	4359.3877	29806.8359
2836.69946	42.003418	31316.0996	4462.95117	29821.6621
2926.4314	47.7285156	27806.0215	3954.32593	28138.9473
3022.34448	48.1845703	25723.2891	3992.02222	28601.3828
3119.12061	48.5914307	25181.6777	3915.64868	26634.0527
3216.66211	48.9500732	27122.7871	4264.24463	26799.6523
3320.36353	54.7514648	29384.9473	4435.24219	25854.0117
3485.50049	110.385498	18590.4414	2766.52393	24974.3379
3651.38794	55.5019531	23717.0234	4082.76929	22936.7285
3768.07495	61.1850586	29355.3223	4467.99902	23444.0742
3890.49902	61.2390137	20496.0371	3853.85132	22084.7227
4012.97803	61.2399902	23430.4668	4251.37109	21722.6777
4135.45508	61.2369385	24289.6621	4488.01172	21245.4141
4330.29004	133.598145	20558.2578	2937.66797	20306.6035
4603.03809	139.149902	17539.6172	2817.14502	18896.4902
4886.8877	144.699951	18920.7168	2998.44507	17749.2754
5187.40137	155.813477	17372.6699	2949.73315	16714.1191
5510.13867	166.923584	14981.6738	2830.83252	15728.9668
5938.53418	261.471924	13387.4961	2348.61865	14752.9004
6489.23828	289.232178	13304.5557	2428.11523	13139.9678
7212.21094	433.740479	10865.2578	2051.21216	11945.8867
8707.54883	1061.59814	7055.14209	1353.30054	9810.3877
17	1	948.069824	140.436462	775.737061
19	1	1117.40613	124.320946	911.216187
21	1	1211.7478	103.832649	1051.91748
23	1	1458.78589	96.6818314	1196.45129
25	1	1589.8717	82.3777618	1344.36951
27	1	1797.78259	93.4398727	1494.5354
29.0499992	1.05000019	1770.2522	95.0351944	1651.09875
31.0999985	0.999999046	2167.54883	113.381386	1809.55054
33.1500015	1.05000114	2184.98315	118.942879	1968.68787
35.25	1.04999924	2321.6228	127.30542	2132.48828
37.2999992	1	2651.76416	144.305984	2291.79224
39.3499985	1.05000114	2694.61401	146.545288	2452.57202
41.4500008	1.04999924	2771.74341	152.8517	2617.89868
43.5499992	1.04999924	2956.37085	162.51445	2777.33765
45.6999969	1.10000038	2950.8811	165.766022	2946.44507
47.8499985	1.05000114	3348.02124	185.225937	3109.36621
50	1.09999847	3271.95142	184.610382	3271.45459
52.1500015	1.05000114	3369.60571	194.301682	3434.48071
54.3000031	1.10000038	3671.27612	210.458755	3594.46143
56.5	1.09999847	3546.6394	210.681137	3756.33008
58.6999969	1.10000038	3760.63501	219.985153	3916.30444
60.9000015	1.10000038	4154.91064	238.755524	4074.98291
63.0999985	1.09999847	3999.8396	240.696518	4233.07422
65.3000031	1.10000229	4151.15576	250.961472	4380.9165
67.5500031	1.14999771	4269.1499	256.219971	4536.42529
69.8000031	1.10000229	4420.03857	273.836853	4694.99902
72.0500031	1.14999771	4523.62207	286.946075	4839.96875
74.3000031	1.10000229	4231.7168	291.138367	4989.25928
76.5500031	1.14999771	4785.15576	311.738647	5137.99219
78.8499985	1.15000153	5207.69336	331.58255	5280.88135
81.1500015	1.15000153	4688.38232	328.146973	5429.40234
83.4499969	1.14999771	4646.44238	344.923279	5572.7124
85.8000031	1.20000076	5596.8623	373.458923	5710.21973
88.1500015	1.15000153	5545.32715	386.852081	5864.40137
90.5	1.19999695	5188.41602	380.539825	5988.42041
92.8499985	1.15000153	5631.27051	420.570038	6130.30469
95.1999969	1.20000076	6067	436.913055	6273.89648
97.6000061	1.20000076	6385.35596	466.17868	6406.08838
100	1.19999695	5284.43359	455.700134	6530.01318
102.399994	1.20000076	6116.64746	509.366302	6668.03418
104.800003	1.20000076	5698.78711	513.744263	6802.60693
107.199997	1.20000076	7178.29199	585.94873	6933.90137
109.650002	1.25	6258.82471	572.002258	7066.46533
112.100006	1.20000076	6927.46191	634.362854	7178.66016
114.550003	1.25	6308.43066	654.585632	7304.65527
117	1.19999695	7186.78271	719.68335	7432.61475
119.449997	1.25	6676.2959	717.96405	7554.67725
121.949997	1.25	7157.82715	770.786133	7679.02832
124.449997	1.25	8410.89941	830.902466	7801.29102
127	1.30000305	5992.62402	825.685669	7923.62256
129.550003	1.25	6828.99512	920.36676	8045.20361
132.050003	1.25	6935.59863	955.74823	8162.56006
134.600006	1.29999542	8487.98145	1023.9519	8280.19238
137.149994	1.25	7937.42822	1072.26575	8398.48145
139.699997	1.30000305	8248.49512	1154.3457	8513.57715
142.300003	1.30000305	8431.10449	1199.65601	8631.24609
144.899994	1.29999542	10564.6064	1315.09033	8748.43457
147.5	1.30000305	4264.76318	1312.75513	8865.42285
