keV	keVe	f	fe	mod
272.520508	8.13949585	1661.05725	286.58847	1769.40369
289.085022	8.42500305	2152.9585	349.139069	1791.51111
306.462524	8.95249939	1735.69373	341.698395	1810.62854
334.929016	19.5139923	1213.75427	231.36441	1813.20007
365.016998	10.5740051	2772.3772	517.443726	1841.78247
392.489014	16.897995	2533.15356	451.797028	1881.401
454.617004	45.2299957	1633.83984	307.113983	1891.49023
571.520996	71.6740112	2129.10913	412.973907	1903.9458
744.620483	101.425507	1061.80493	475.599823	1880.88611
869.43103	23.3849792	3929.29688	1858.3606	1795.88184
10.5205002	0.447500229	180.641434	20.3668346	193.720505
11.5065002	0.538499832	229.957748	20.7941475	222.921585
12.5874996	0.542500019	265.223358	21.9749699	257.533356
13.6785002	0.548500061	306.824799	23.0883465	293.604736
14.7835007	0.556499958	317.43988	23.8373623	330.353455
15.9045	0.564499855	340.023224	25.3152008	367.684021
17.0424995	0.57349968	456.461609	29.3742962	406.729797
18.198	0.582000732	498.445984	31.4525776	446.39267
19.4705009	0.690499306	508.069489	30.4828281	488.397156
20.8649998	0.704000473	518.722351	31.955595	534.857788
22.2884998	0.719499588	589.091675	35.0027237	580.989807
23.7469997	0.73900032	647.231506	37.7440643	626.706177
25.2480011	0.762000084	627.672424	38.7257767	672.020508
26.7975006	0.787499428	631.064392	40.3318748	714.794312
42.399498	0.866498947	1108.39746	80.3068314	1022.53418
44.2434998	0.977500916	1089.41064	77.4035416	1041.20398
46.213501	0.992500305	1002.20978	77.654068	1083.26208
48.2130013	1.00699997	1112.48743	82.9608917	1088.12012
50.2399979	1.01999855	1002.11694	81.946228	1111.04468
52.3964996	1.13650131	1188.24463	87.5560226	1154.21082
54.6825027	1.14949989	1228.65784	89.8036957	1139.57166
56.9944992	1.16250038	1263.77563	93.9852905	1177.68018
59.3300018	1.17299843	1224.90747	95.5246887	1206.57422
61.7944984	1.29150009	1303.46509	95.2811813	1196.08435
64.387001	1.3010025	1234.05847	97.6934357	1243.39001
66.9974976	1.30949783	1243.2854	100.627075	1238.20691
69.7335052	1.42650223	1097.06482	94.277832	1258.34668
72.5924988	1.43249893	1413.09119	109.711311	1301.34705
75.4615021	1.43650055	1247.74133	104.080215	1266.57153
78.4465027	1.54850006	1463.13098	113.236443	1323.88
81.5435028	1.54850006	1456.46021	116.055771	1311.91467
84.638504	1.54649734	1699.96228	129.554398	1337.34131
87.8410034	1.65600204	1228.94324	111.782761	1359.02271
91.1515045	1.65449905	1348.33728	119.470421	1348.05371
94.4595032	1.6534996	1327.48438	124.442146	1402.02344
97.8769989	1.76399994	1256.04419	118.537872	1361.60217
101.404495	1.76350021	1480.63306	135.65094	1437.53223
104.931999	1.76399994	1456.08215	135.412796	1374.68726
108.571503	1.87549973	1640.51428	147.240616	1457.23572
112.323997	1.8769989	1434.42102	139.557236	1403.13647
116.190994	1.99000168	1378.94519	140.567764	1477.29761
120.173996	1.99300003	1429.91772	144.386124	1430.16931
124.274506	2.10750198	1449.08203	149.328842	1498.00867
128.4935	2.11149597	1620.53894	159.414581	1455.46057
132.832001	2.227005	1749.3595	170.226974	1519.8623
137.290009	2.23099518	1573.3385	165.057922	1478.63452
141.756989	2.23600006	1663.36084	179.053329	1547.7804
146.345001	2.352005	1609.15015	174.545395	1494.75647
151.054001	2.35699463	1713.40686	191.616287	1577.05994
155.884995	2.47399902	1881.79443	197.332016	1508.4978
160.951508	2.59250641	1613.89319	193.746765	1603.22278
166.14151	2.59749603	1679.84595	199.618515	1523.7196
171.455505	2.71649933	1739.80957	215.387527	1622.73938
176.894501	2.72250366	1947.1814	231.222336	1547.62805
182.459503	2.84249878	1346.25134	209.582504	1633.75037
188.150497	2.84849548	1450.58386	223.692154	1580.62048
193.967987	2.96900177	1837.92639	259.060608	1641.0094
200.028	3.09100342	1541.19275	244.951279	1617.24475
206.216492	3.09749603	1567.23865	259.657257	1648.09167
212.533997	3.22000122	1332.27881	248.707504	1654.50073
219.097	3.34300232	1822.15161	291.187042	1652.56641
225.790497	3.35050201	1831.3241	311.700897	1693.61926
232.615997	3.47499847	1538.04419	295.22641	1654.18164
243.415497	7.32450104	1714.41846	233.55603	1695.54309
254.473999	3.73400116	1946.62012	381.778229	1757.33289
266.055511	7.84750366	1389.34863	244.340576	1713.9502
286.39801	12.4949951	1262.09814	218.186676	1744.95251
312.434509	13.5415039	1363.89612	252.519791	1763.4895
340.7005	14.7244873	1510.28149	295.170044	1803.84631
371.350494	15.9255066	1816.01306	358.074707	1821.93872
410.528503	23.2525024	2198.73926	388.440399	1836.67322
473.597015	39.8160095	2126.84106	389.563263	1857.68481
595.071045	81.6579895	2129.79492	419.244965	1873.12146
781.514038	104.785004	3048.75366	666.809998	1830.30042
335.612	16.7850037	1758.72656	195.05011	1892.37024
369.105499	16.7084961	2116.98706	247.744873	1916.74951
402.4505	16.6365051	1841.46753	261.735474	1927.22571
435.658997	16.571991	1752.927	277.789795	1956.47498
468.7435	16.5125122	1916.37073	309.542175	1969.4624
501.715515	16.4594879	1770.18689	339.649963	1960.22534
534.587036	16.4120178	2492.38281	420.363953	1972.79065
567.369995	16.3710022	2237.19604	430.680481	1977.25671
605.515503	21.7744751	2165.24146	386.273529	1983.94922
670.708008	43.4179993	2305.84082	308.332855	1963.53967
757.464478	43.338501	2205.58716	368.650543	1934.05139
887.697021	86.8940125	1654.28198	328.076477	1881.02686
1245.10999	270.519012	883.901367	308.389282	1672.83557
1851.57202	335.942932	1399.77222	511.120911	1307.58459
2580.8374	393.32251	1968.05115	678.529968	997.366821
3524.18896	550.029053	652.872375	614.716614	757.823975
4792.18115	717.963013	877.556885	573.015381	566.249084
6466.84375	956.699951	-574.073364	544.829834	422.726654
8596.3457	1172.80176	915.135193	819.854431	319.396118
17	1	432.087341	66.3133392	343.367188
19	1	451.664124	53.5452347	401.002747
21	1	525.488647	49.2364082	457.523132
23	1	587.228943	44.7549438	511.668304
25	1	543.029541	38.0285606	562.889709
27	1	586.894104	41.9116974	610.463135
29.0499992	1.05000019	694.900635	46.560009	655.876099
31.0999985	0.999999046	708.783447	51.2422829	697.625
33.1500015	1.05000114	777.104309	56.4541206	735.580872
35.25	1.04999924	804.782104	60.6044617	770.964478
37.2999992	1	857.969849	65.5595856	801.773865
39.3499985	1.05000114	921.068787	68.2894211	830.888
41.4500008	1.04999924	885.147156	70.8197327	858.638916
43.5499992	1.04999924	851.999695	69.7189941	880.978394
45.6999969	1.10000038	954.190063	74.1719513	905.768799
47.8499985	1.05000114	895.449585	73.8118439	925.718506
50	1.09999847	854.151306	77.4719467	944.472412
52.1500015	1.05000114	974.181335	85.0103455	962.996582
54.3000031	1.10000038	1006.7395	88.1636276	979.584412
56.5	1.09999847	1020.80322	91.4921341	995.35675
58.6999969	1.10000038	966.831299	92.2681656	1010.11279
60.9000015	1.10000038	954.052795	89.9658356	1024.2561
63.0999985	1.09999847	864.395569	95.2539215	1038.15955
65.3000031	1.10000229	1005.77527	99.1126175	1047.93945
67.5500031	1.14999771	1185.97095	113.627235	1060.10376
69.8000031	1.10000229	1025.35706	105.127266	1073.57861
72.0500031	1.14999771	1144.89087	117.404205	1082.13489
74.3000031	1.10000229	929.774841	117.994164	1092.71985
76.5500031	1.14999771	1079.60376	122.851799	1103.37769
78.8499985	1.15000153	1075.42957	131.715454	1111.47351
81.1500015	1.15000153	931.056213	132.412781	1121.82788
83.4499969	1.14999771	947.998901	134.773209	1130.82178
85.8000031	1.20000076	1047.78711	147.673996	1137.52979
88.1500015	1.15000153	1148.995	154.313934	1149.81982
90.5	1.19999695	1232.77625	159.783264	1153.24292
92.8499985	1.15000153	925.130554	159.586899	1162.4552
95.1999969	1.20000076	1087.90942	171.806015	1172.44153
97.6000061	1.20000076	1150.40088	184.379227	1178.79785
100	1.19999695	1031.2168	182.328583	1183.26514
102.399994	1.20000076	1141.4325	183.825089	1191.98303
104.800003	1.20000076	1441.3147	210.160934	1200.01367
107.199997	1.20000076	1475.47961	231.475189	1207.43176
109.650002	1.25	1762.48682	249.559921	1214.89526
113.350006	2.45000076	1445.49475	178.279205	1220.7467
118.25	2.44999695	1028.68835	187.262558	1234.15393
123.199997	2.5	1210.53918	223.256958	1246.4281
128.25	2.55000305	1553.19177	254.503937	1258.22546
135.899994	5.09999847	1201.33423	209.347824	1275.01794
144.899994	3.90000153	838.163025	277.161285	1294.73145
