keV	keVe	f	fe	mod
254.609009	11.3190079	789.997131	140.596268	833.62085
278.156006	12.2279968	860.900208	166.892136	880.013123
308.179993	17.7960052	873.119812	169.715378	923.908386
356.626007	30.6499939	961.435913	173.718018	997.920166
436.350494	49.0744934	1056.42883	210.749252	1097.81848
563.016968	77.5920105	1246.57935	296.37854	1249.22607
740.437012	99.8280029	777.866394	390.649597	1434.39539
863.281982	23.0169983	2400.18604	1404.50085	1547.48218
335.612	16.7850037	1107.29456	155.211975	912.859985
385.742004	33.3450012	970.696777	138.129761	975.437134
452.171509	33.0845032	1005.65051	161.787811	1061.52124
501.715515	16.4594879	1491.18335	290.365509	1113.23877
572.732483	54.5574951	906.605774	178.316345	1192.40369
692.380005	65.0899963	1090.51587	202.079819	1310.16748
822.509521	65.0395203	1957.50659	312.174713	1431.71057
1114.61755	227.068512	1392.60046	260.709015	1643.20837
1664.33594	322.649963	1616.33228	436.465424	1996.0498
2349.26953	362.283508	2109.49951	652.46405	2231.6084
3209.22144	497.668457	2039.33459	730.28009	1943.4458
4369.23877	662.348999	1309.1886	637.880188	1137.42725
5905.0293	873.441162	897.478638	683.983154	528.001587
7979.29883	1200.82837	-95.6163483	745.914551	235.447754
9474.63672	294.510254	-1792.49146	1514.53882	135.301956
17	1	135.012604	24.4983807	128.454117
19	1	177.979416	25.276989	142.867767
21	1	166.219437	21.5968781	156.78302
23	1	204.536484	21.7525463	170.041077
25	1	194.845932	22.1975517	182.749863
27	1	179.275238	24.7377224	194.823318
29.0499992	1.05000019	202.076828	23.8309689	206.829636
31.0999985	0.999999046	254.078979	29.2961445	218.352966
33.1500015	1.05000114	238.756531	29.6198597	229.374924
35.25	1.04999924	260.525665	30.8694153	240.233429
37.2999992	1	242.731171	32.3176041	250.269897
39.3499985	1.05000114	276.086853	33.7625809	260.289185
41.4500008	1.04999924	326.185364	37.9021912	270.355103
43.5499992	1.04999924	234.045685	36.1524811	279.221039
45.6999969	1.10000038	306.608124	41.1292572	289.153564
47.8499985	1.05000114	264.062592	40.201046	297.966827
50	1.09999847	271.471954	41.243412	306.647858
52.1500015	1.05000114	367.120239	49.5608597	315.434021
54.3000031	1.10000038	342.190613	54.3720398	323.804718
56.5	1.09999847	364.692047	53.7417068	332.142944
58.6999969	1.10000038	324.907867	51.2891464	340.280823
60.9000015	1.10000038	294.530029	50.8751602	348.312744
63.0999985	1.09999847	364.526794	56.2878761	356.330811
66.4499969	2.25	326.910797	43.9430695	366.985687
69.8000031	1.10000229	337.524841	64.1087341	378.940582
72.0500031	1.14999771	426.443481	64.5664368	385.583313
74.3000031	1.10000229	387.391205	72.5979614	392.823547
76.5500031	1.14999771	372.369141	73.4821472	400.088409
78.8499985	1.15000153	360.427094	70.0361633	406.664337
81.1500015	1.15000153	495.80542	87.8072662	413.916473
84.6500015	2.34999847	330.077026	62.4179115	423.816895
89.3499985	2.34999847	413.864044	71.8509521	437.386993
95.25	3.55000305	379.408997	61.2632637	453.525299
102.400002	3.59999847	532.219971	79.9913025	471.940125
109.650002	3.65000153	488.223602	89.7828751	490.711884
120.800003	7.5	405.69278	78.2474442	516.461426
138.550003	10.25	496.497131	107.28714	556.264465
