keV	keVe	f	fe	mod
172.494507	5.43149567	405.092682	72.4777527	377.775269
183.613007	5.68700409	429.863464	83.7832108	372.61731
205.032013	15.7320023	266.952271	52.6416512	360.966003
250.712006	29.947998	278.046295	54.4901123	341.780487
328.125488	47.4654999	293.793335	72.4727097	309.94873
437.718994	62.1279907	373.009857	123.331123	275.492859
580.619995	80.7730103	625.185181	221.458862	238.692429
765.221008	103.828003	737.438538	339.93161	207.473083
880.932495	11.8834839	-1571.2981	821.964111	193.891571
10.5205002	0.447500229	142.347214	14.5794153	146.28894
11.5065002	0.538499832	155.839279	13.7535267	166.586899
12.5874996	0.542500019	207.638092	15.0955706	189.70636
13.6785002	0.548500061	211.405121	15.0708342	212.324432
14.7835007	0.556499958	239.145447	15.9557457	233.337784
15.9045	0.564499855	266.677124	17.0482559	252.534821
17.0424995	0.57349968	278.971191	17.8847694	271.399017
18.198	0.582000732	311.504547	19.2184772	288.825134
19.4705009	0.690499306	292.8573	18.0522118	304.605621
20.8649998	0.704000473	290.248535	18.6285591	320.998779
22.2884998	0.719499588	346.359741	20.6356602	335.458374
23.7469997	0.73900032	332.004486	21.0905457	348.288513
25.2480011	0.762000084	309.594696	21.3374138	359.802399
26.7975006	0.787499428	315.58667	22.2718811	368.535309
42.399498	0.866498947	435.595154	38.6796036	413.735657
44.2434998	0.977500916	443.035919	37.7364197	413.598419
46.213501	0.992500305	460.37796	40.0585823	424.761658
48.2130013	1.00699997	508.849304	42.2757339	417.936676
50.2399979	1.01999855	387.91153	39.6651955	420.805298
52.3964996	1.13650131	377.270966	39.0840683	432.41745
54.6825027	1.14949989	431.357727	41.3214035	417.928741
56.9944992	1.16250038	407.683441	41.9132423	427.696259
59.3300018	1.17299843	373.905731	41.980175	433.082947
61.7944984	1.29150009	460.272186	43.8183784	422.011932
64.387001	1.3010025	490.370392	47.9635811	435.150604
66.9974976	1.30949783	391.924896	45.8055573	426.572723
69.7335052	1.42650223	391.046112	45.2570381	428.683777
72.5924988	1.43249893	561.256836	53.7635231	439.468445
75.4615021	1.43650055	425.003235	47.8389397	419.88501
78.4465027	1.54850006	318.306854	43.8352852	436.371582
81.5435028	1.54850006	428.692596	50.0001831	425.765076
84.638504	1.54649734	432.463867	52.2046852	429.918213
87.8410034	1.65600204	558.662598	57.6848106	432.253632
91.1515045	1.65449905	511.770325	57.2743187	422.599609
94.4595032	1.6534996	463.357056	58.2893524	436.868408
97.8769989	1.76399994	488.547058	57.4963799	416.609131
101.404495	1.76350021	400.186615	57.4192734	438.444611
104.931999	1.76399994	505.540375	62.6153831	410.449799
108.571503	1.87549973	441.194214	62.1507568	434.319061
112.323997	1.8769989	396.483551	59.9796448	409.677612
116.190994	1.99000168	477.699463	66.3589783	430.021515
120.173996	1.99300003	553.901611	70.5307846	408.010193
124.274506	2.10750198	355.879578	62.581501	425.640167
128.4935	2.11149597	383.195526	64.6621246	405.368347
132.832001	2.227005	370.391266	67.0363312	421.334869
137.290009	2.23099518	531.108337	76.9023056	401.676483
141.756989	2.23600006	492.561646	79.9097443	418.854492
146.345001	2.352005	366.876434	71.148735	395.671814
151.054001	2.35699463	509.158936	86.6389771	416.584167
158.477509	5.06650543	360.067383	55.3219872	400.672882
168.858002	5.31399536	319.534637	57.7654305	394.122467
179.737	5.56500244	389.308472	68.4883118	387.539642
191.119507	5.81749725	401.866241	78.2430344	381.7099
206.34549	9.40850067	426.459869	70.3809586	375.286224
236.981003	21.227005	305.727814	55.107975	362.548706
301.775513	43.5674896	277.869385	61.7314072	332.601898
402.195496	56.8525085	187.110184	95.0014572	297.172516
532.70752	73.6595001	324.386078	185.356705	261.276611
701.439514	95.0725098	581.477966	302.400482	226.362915
841.405518	44.8934937	599.496704	635.881287	202.431564
434.913025	116.086014	311.976379	61.0895309	316.358124
762.795044	211.79599	301.056274	94.3313751	241.446152
1245.10999	270.519012	-39.0671921	208.060699	181.147156
1851.57202	335.942932	-72.070488	336.543549	142.690582
2580.8374	393.32251	150.313995	433.928986	116.566475
3524.18896	550.029053	47.0784378	405.93869	96.9751968
4792.18115	717.963013	-416.438446	331.201721	80.461853
6466.84375	956.699951	-56.2475395	403.403748	66.9531937
8596.3457	1172.80176	258.812988	521.122925	56.2842789
17	1	239.786224	35.4192963	223.140457
19	1	279.241791	30.8942051	246.662888
21	1	292.50708	24.7719765	266.162109
23	1	298.526154	19.9259586	281.857513
25	1	318.465363	16.8167973	294.548462
27	1	327.140564	17.8034115	304.590942
29.0499992	1.05000019	328.322418	18.1402912	313.22821
31.0999985	0.999999046	317.441162	18.564209	320.254608
33.1500015	1.05000114	321.968994	19.3106289	325.969635
35.25	1.04999924	335.148834	20.4533863	330.793549
37.2999992	1	353.075623	22.0386086	334.376862
39.3499985	1.05000114	350.459351	21.8728275	338.007812
41.4500008	1.04999924	350.303009	22.3896999	341.411194
43.5499992	1.04999924	347.586121	23.1574192	342.814636
45.6999969	1.10000038	332.210022	22.5976925	345.912842
47.8499985	1.05000114	336.499878	23.3665848	347.234558
50	1.09999847	366.572052	24.4525452	348.546326
52.1500015	1.05000114	330.641693	24.6672707	350.172974
54.3000031	1.10000038	354.651245	26.2042942	351.307373
56.5	1.09999847	339.093384	26.0528412	352.266907
58.6999969	1.10000038	325.555267	26.2887592	353.075531
60.9000015	1.10000038	333.888855	26.9059448	353.86615
63.0999985	1.09999847	316.230743	27.6109066	354.754486
65.3000031	1.10000229	352.814362	29.9913254	354.162109
67.5500031	1.14999771	414.180542	32.4349823	354.607025
69.8000031	1.10000229	338.064484	31.1711636	355.686401
72.0500031	1.14999771	344.683441	32.8716011	354.968262
74.3000031	1.10000229	300.013336	33.7069588	355.155487
76.5500031	1.14999771	323.914215	34.4187851	355.455963
78.8499985	1.15000153	374.833832	38.4626274	354.796875
81.1500015	1.15000153	354.056976	40.0688629	355.059357
83.4499969	1.14999771	289.398163	38.5798035	354.885223
85.8000031	1.20000076	367.360748	42.5009346	353.858185
88.1500015	1.15000153	379.435913	44.8764381	354.928741
90.5	1.19999695	336.14093	42.9273872	352.833008
92.8499985	1.15000153	330.713318	47.7898903	352.881927
95.1999969	1.20000076	368.215027	49.4933662	353.243805
97.6000061	1.20000076	384.348114	49.4645844	352.282501
100	1.19999695	392.567719	50.7598457	350.701782
102.399994	1.20000076	379.628235	59.0420151	350.655945
104.800003	1.20000076	285.863281	56.4403152	350.395782
108.449997	2.45000076	320.37912	43.7842598	349.716766
112.100006	1.20000076	372.702759	69.875824	347.391663
114.550003	1.25	388.289001	71.9077148	346.652283
118.25	2.44999695	337.813446	54.9936256	345.749146
121.949997	1.25	450.360352	83.8991852	344.544556
125.75	2.55000305	409.238617	70.6110001	343.236511
133.350006	5.04999542	290.059784	54.9812622	340.505493
143.600006	5.20000458	331.744781	68.9759979	336.773376
